SPECIES,HUC12,FREQUENCY,Habitat_Miles
Bull trout,170101011605,12,11
Bull trout,170101011701,2,12
Bull trout,170101011702,5,13
Bull trout,170101011703,4,4
Bull trout,170101011704,10,13
Bull trout,170101011707,14,16
Bull trout,170101020201,2,3
Bull trout,170101020202,7,14
Bull trout,170101020306,2,0
Bull trout,170101020401,13,14
Bull trout,170101020402,2,7
Bull trout,170101020405,2,11
Bull trout,170101020406,4,12
Bull trout,170101030505,4,9
Bull trout,170101040102,1,1
Bull trout,170101040203,12,14
Bull trout,170101040301,3,4
Bull trout,170101040302,3,7
Bull trout,170101040303,1,3
Bull trout,170101040304,1,6
Bull trout,170101040401,2,0
Bull trout,170101040402,3,1
Bull trout,170101040403,2,11
Bull trout,170101040404,1,0
Bull trout,170101040405,2,0
Bull trout,170101040406,4,11
Bull trout,170101040503,1,0
Bull trout,170101040601,3,9
Bull trout,170101040602,2,10
Bull trout,170101040603,2,14
Bull trout,170101040701,2,3
Bull trout,170101040703,1,1
Bull trout,170101040704,5,10
Bull trout,170101040705,1,0
Bull trout,170101040706,2,6
Bull trout,170101040708,2,10
Bull trout,170101040710,1,1
Bull trout,170101040711,5,20
Bull trout,170101040712,2,10
Bull trout,170101041101,1,0
Bull trout,170101041108,1,19
Bull trout,170101041609,1,2
Bull trout,170101041711,1,29
Bull trout,170101041810,1,29
Bull trout,170101041904,1,16
Bull trout,170101050504,1,11
Bull trout,170101050505,5,3
Bull trout,170101060701,3,6
Bull trout,170101060705,4,7
Bull trout,170102010301,5,9
Bull trout,170102010302,9,13
Bull trout,170102010303,4,10
Bull trout,170102010304,10,14
Bull trout,170102010305,3,3
Bull trout,170102010810,4,1
Bull trout,170102020101,6,8
Bull trout,170102020105,4,7
Bull trout,170102020202,3,8
Bull trout,170102020204,4,11
Bull trout,170102020301,5,7
Bull trout,170102020302,5,13
Bull trout,170102020303,7,7
Bull trout,170102020502,3,6
Bull trout,170102020503,1,0
Bull trout,170102020504,1,7
Bull trout,170102020506,2,4
Bull trout,170102020602,2,6
Bull trout,170102020605,3,8
Bull trout,170102020610,5,18
Bull trout,170102020611,1,0
Bull trout,170102020613,4,11
Bull trout,170102020701,6,7
Bull trout,170102020702,3,4
Bull trout,170102020703,5,9
Bull trout,170102020801,6,12
Bull trout,170102020802,5,8
Bull trout,170102020803,4,7
Bull trout,170102020804,11,16
Bull trout,170102020805,8,12
Bull trout,170102020901,2,6
Bull trout,170102020902,13,17
Bull trout,170102020903,13,13
Bull trout,170102021001,4,9
Bull trout,170102021002,2,9
Bull trout,170102021003,5,11
Bull trout,170102021004,9,7
Bull trout,170102021102,10,10
Bull trout,170102021103,3,5
Bull trout,170102021104,1,3
Bull trout,170102021202,8,11
Bull trout,170102021203,2,4
Bull trout,170102021204,11,16
Bull trout,170102021205,4,6
Bull trout,170102021206,4,3
Bull trout,170102021207,5,5
Bull trout,170102021208,7,12
Bull trout,170102021209,5,5
Bull trout,170102021210,2,6
Bull trout,170102021301,3,10
Bull trout,170102021302,4,5
Bull trout,170102021303,11,19
Bull trout,170102021304,3,4
Bull trout,170102021305,4,6
Bull trout,170102021306,3,10
Bull trout,170102021402,3,11
Bull trout,170102021404,1,9
Bull trout,170102021405,3,8
Bull trout,170102030103,9,18
Bull trout,170102030104,4,11
Bull trout,170102030202,3,5
Bull trout,170102030204,4,6
Bull trout,170102030205,2,1
Bull trout,170102030206,3,7
Bull trout,170102030302,5,12
Bull trout,170102030304,5,7
Bull trout,170102030307,3,4
Bull trout,170102030308,11,15
Bull trout,170102030309,4,9
Bull trout,170102030310,5,15
Bull trout,170102030407,1,5
Bull trout,170102030415,11,21
Bull trout,170102030501,1,0
Bull trout,170102030502,1,3
Bull trout,170102030503,3,5
Bull trout,170102030603,1,0
Bull trout,170102030604,4,3
Bull trout,170102030701,1,0
Bull trout,170102030702,3,11
Bull trout,170102030703,19,16
Bull trout,170102030706,13,19
Bull trout,170102030801,8,15
Bull trout,170102030802,5,16
Bull trout,170102030803,3,0
Bull trout,170102030804,9,11
Bull trout,170102030903,5,26
Bull trout,170102030905,6,10
Bull trout,170102030906,6,4
Bull trout,170102030907,6,6
Bull trout,170102030909,13,16
Bull trout,170102030910,5,9
Bull trout,170102031003,4,9
Bull trout,170102031004,9,4
Bull trout,170102031101,15,9
Bull trout,170102031102,12,16
Bull trout,170102031103,6,7
Bull trout,170102031104,30,17
Bull trout,170102031105,5,11
Bull trout,170102031106,9,15
Bull trout,170102031107,14,13
Bull trout,170102031108,10,6
Bull trout,170102031202,4,8
Bull trout,170102031203,2,6
Bull trout,170102031205,5,6
Bull trout,170102031206,12,11
Bull trout,170102031207,5,15
Bull trout,170102031301,7,6
Bull trout,170102031302,6,7
Bull trout,170102031303,5,6
Bull trout,170102031307,8,12
Bull trout,170102031308,2,8
Bull trout,170102040101,11,16
Bull trout,170102040102,20,18
Bull trout,170102040103,11,18
Bull trout,170102040104,8,20
Bull trout,170102040205,1,9
Bull trout,170102040207,2,10
Bull trout,170102040208,1,0
Bull trout,170102040210,2,14
Bull trout,170102040301,1,2
Bull trout,170102040401,4,7
Bull trout,170102040403,3,5
Bull trout,170102040404,2,3
Bull trout,170102040405,12,6
Bull trout,170102040503,8,16
Bull trout,170102040504,9,10
Bull trout,170102040505,8,11
Bull trout,170102040506,8,9
Bull trout,170102040507,10,14
Bull trout,170102040508,5,9
Bull trout,170102040601,2,11
Bull trout,170102040602,2,10
Bull trout,170102040603,2,4
Bull trout,170102040606,2,6
Bull trout,170102040607,10,11
Bull trout,170102040608,10,10
Bull trout,170102040609,3,5
Bull trout,170102040610,7,10
Bull trout,170102040611,9,15
Bull trout,170102040612,2,5
Bull trout,170102040707,1,3
Bull trout,170102040709,3,7
Bull trout,170102040710,1,0
Bull trout,170102040711,4,20
Bull trout,170102040712,4,13
Bull trout,170102040801,1,4
Bull trout,170102040803,2,8
Bull trout,170102040804,1,0
Bull trout,170102040805,2,7
Bull trout,170102040806,2,9
Bull trout,170102040807,1,12
Bull trout,170102050101,4,12
Bull trout,170102050102,21,25
Bull trout,170102050103,12,21
Bull trout,170102050104,17,19
Bull trout,170102050105,17,18
Bull trout,170102050106,4,7
Bull trout,170102050107,4,9
Bull trout,170102050108,22,18
Bull trout,170102050201,6,6
Bull trout,170102050202,5,7
Bull trout,170102050203,15,11
Bull trout,170102050204,18,19
Bull trout,170102050301,8,11
Bull trout,170102050302,2,3
Bull trout,170102050303,6,8
Bull trout,170102050304,3,5
Bull trout,170102050305,14,20
Bull trout,170102050401,11,11
Bull trout,170102050402,16,15
Bull trout,170102050403,16,15
Bull trout,170102050404,15,14
Bull trout,170102050405,7,4
Bull trout,170102050501,7,8
Bull trout,170102050502,5,8
Bull trout,170102050503,9,16
Bull trout,170102050504,3,6
Bull trout,170102050505,17,22
Bull trout,170102050506,11,15
Bull trout,170102050601,7,13
Bull trout,170102050602,14,10
Bull trout,170102050701,9,13
Bull trout,170102050702,6,11
Bull trout,170102050703,7,11
Bull trout,170102050704,1,0
Bull trout,170102050705,8,7
Bull trout,170102050801,1,0
Bull trout,170102050802,5,6
Bull trout,170102050803,10,9
Bull trout,170102050804,8,13
Bull trout,170102050805,2,7
Bull trout,170102050806,2,9
Bull trout,170102050807,4,12
Bull trout,170102050901,6,11
Bull trout,170102050902,22,23
Bull trout,170102050903,7,7
Bull trout,170102050904,16,10
Bull trout,170102051001,4,11
Bull trout,170102051002,8,14
Bull trout,170102051003,6,4
Bull trout,170102051004,4,11
Bull trout,170102051005,6,17
Bull trout,170102051006,8,13
Bull trout,170102051007,4,13
Bull trout,170102051101,12,20
Bull trout,170102051102,8,11
Bull trout,170102051103,4,3
Bull trout,170102051104,8,7
Bull trout,170102051105,8,11
Bull trout,170102051201,6,6
Bull trout,170102051203,4,9
Bull trout,170102051301,1,0
Bull trout,170102051302,7,11
Bull trout,170102051303,11,11
Bull trout,170102051304,3,8
Bull trout,170102051305,11,16
Bull trout,170102051401,1,0
Bull trout,170102051403,5,8
Bull trout,170102051405,7,9
Bull trout,170102051406,1,0
Bull trout,170102051407,14,13
Bull trout,170102051408,4,10
Bull trout,170102051409,4,18
Bull trout,170102051501,6,6
Bull trout,170102051503,2,0
Bull trout,170102051504,4,4
Bull trout,170102051506,2,10
Bull trout,170102051507,3,7
Bull trout,170102051508,1,8
Bull trout,170102051603,2,12
Bull trout,170102060301,1,3
Bull trout,170102060305,1,1
Bull trout,170102060306,3,6
Bull trout,170102060309,1,5
Bull trout,170102060310,1,0
Bull trout,170102060311,4,11
Bull trout,170102060312,5,17
Bull trout,170102060401,3,9
Bull trout,170102060402,1,4
Bull trout,170102060403,1,3
Bull trout,170102060404,3,4
Bull trout,170102060406,1,14
Bull trout,170102060407,2,10
Bull trout,170102060408,3,12
Bull trout,170102060409,4,24
Bull trout,170102060410,3,11
Bull trout,170102060411,2,22
Bull trout,170102060412,11,37
Bull trout,170102060501,2,5
Bull trout,170102060502,3,8
Bull trout,170102060503,2,1
Bull trout,170102060504,5,9
Bull trout,170102060505,4,13
Bull trout,170102060506,5,9
Bull trout,170102060507,6,11
Bull trout,170102060508,1,1
Bull trout,170102060509,2,8
Bull trout,170102060602,3,14
Bull trout,170102060603,6,13
Bull trout,170102060604,3,10
Bull trout,170102060605,10,15
Bull trout,170102060606,4,2
Bull trout,170102060607,8,19
Bull trout,170102070101,5,18
Bull trout,170102070102,2,5
Bull trout,170102070103,3,14
Bull trout,170102070105,1,4
Bull trout,170102070106,3,12
Bull trout,170102070107,7,24
Bull trout,170102070201,6,26
Bull trout,170102070202,4,11
Bull trout,170102070203,4,14
Bull trout,170102070205,4,11
Bull trout,170102070206,3,10
Bull trout,170102070207,5,11
Bull trout,170102070301,11,23
Bull trout,170102070302,1,5
Bull trout,170102070303,4,8
Bull trout,170102070304,5,15
Bull trout,170102070305,5,16
Bull trout,170102070306,4,19
Bull trout,170102070307,5,11
Bull trout,170102070402,3,8
Bull trout,170102070403,5,8
Bull trout,170102070404,4,17
Bull trout,170102070405,9,25
Bull trout,170102070502,2,2
Bull trout,170102070504,1,0
Bull trout,170102070505,2,7
Bull trout,170102080201,6,11
Bull trout,170102080203,6,19
Bull trout,170102080205,5,21
Bull trout,170102080208,1,9
Bull trout,170102080305,1,2
Bull trout,170102080306,1,0
Bull trout,170102080501,2,0
Bull trout,170102090101,3,10
Bull trout,170102090102,1,2
Bull trout,170102090103,2,8
Bull trout,170102090104,1,5
Bull trout,170102090105,6,20
Bull trout,170102090106,6,10
Bull trout,170102090107,5,15
Bull trout,170102090201,5,6
Bull trout,170102090202,4,14
Bull trout,170102090204,4,9
Bull trout,170102090206,1,7
Bull trout,170102090208,1,1
Bull trout,170102090209,1,0
Bull trout,170102090210,2,7
Bull trout,170102090302,3,5
Bull trout,170102090303,3,18
Bull trout,170102090304,3,12
Bull trout,170102090306,1,5
Bull trout,170102090403,3,2
Bull trout,170102090404,1,9
Bull trout,170102090406,2,21
Bull trout,170102090502,3,1
Bull trout,170102090503,4,6
Bull trout,170102090504,2,12
Bull trout,170102090505,3,10
Bull trout,170102090507,2,17
Bull trout,170102090508,1,3
Bull trout,170102090509,5,11
Bull trout,170102090601,6,31
Bull trout,170102090602,7,10
Bull trout,170102090603,6,7
Bull trout,170102090604,1,4
Bull trout,170102090605,3,3
Bull trout,170102090607,3,4
Bull trout,170102090701,5,9
Bull trout,170102090702,3,4
Bull trout,170102090703,1,3
Bull trout,170102090704,8,17
Bull trout,170102090705,1,6
Bull trout,170102090706,2,2
Bull trout,170102090707,2,5
Bull trout,170102100101,4,14
Bull trout,170102100103,8,14
Bull trout,170102100105,1,0
Bull trout,170102100106,1,0
Bull trout,170102100107,3,9
Bull trout,170102100203,1,1
Bull trout,170102100308,1,0
Bull trout,170102100401,1,17
Bull trout,170102100403,2,22
Bull trout,170102100501,4,8
Bull trout,170102100502,3,6
Bull trout,170102100503,1,3
Bull trout,170102100505,3,13
Bull trout,170102100506,1,0
Bull trout,170102100508,3,6
Bull trout,170102100509,1,18
Bull trout,170102110101,1,0
Bull trout,170102110102,6,13
Bull trout,170102110103,5,4
Bull trout,170102110104,5,11
Bull trout,170102110105,2,6
Bull trout,170102110106,7,20
Bull trout,170102110201,6,12
Bull trout,170102110202,12,25
Bull trout,170102110203,3,3
Bull trout,170102110204,5,10
Bull trout,170102110205,10,19
Bull trout,170102110206,2,7
Bull trout,170102110207,9,13
Bull trout,170102110301,3,6
Bull trout,170102110302,2,6
Bull trout,170102110303,8,20
Bull trout,170102110304,4,7
Bull trout,170102110305,6,7
Bull trout,170102110306,5,11
Bull trout,170102110307,6,14
Bull trout,170102110308,2,4
Bull trout,170102110401,3,0
Bull trout,170102110402,2,15
Bull trout,170102120301,1,4
Bull trout,170102120305,1,14
Bull trout,170102120501,1,4
Bull trout,170102120503,2,3
Bull trout,170102120504,2,7
Bull trout,170102120605,4,13
Bull trout,170102120606,1,8
Bull trout,170102120607,2,9
Bull trout,170102120701,1,0
Bull trout,170102120702,1,6
Bull trout,170102120703,3,13
Bull trout,170102120706,1,0
Bull trout,170102120707,3,19
Bull trout,170102120709,1,1
Bull trout,170102120710,1,10
Bull trout,170102120802,1,9
Bull trout,170102120809,1,10
Bull trout,170102120810,4,7
Bull trout,170102130201,3,3
Bull trout,170102130205,5,3
Bull trout,170102130301,1,1
Bull trout,170102130303,2,6
Bull trout,170102130304,1,0
Bull trout,170102130305,3,7
Bull trout,170102130402,5,4
Bull trout,170102130403,1,4
Bull trout,170102130404,11,18
Bull trout,170102130405,8,9
Bull trout,170102130406,9,11
Bull trout,170102130407,2,7
Bull trout,170102130503,5,6
Bull trout,170102130510,2,14
Bull trout,170102130512,2,8
Bull trout,170102130514,3,0
Bull trout,170102130601,5,4
Bull trout,170102130602,11,11
Bull trout,170102130603,2,2
Bull trout,170102130605,4,2
Bull trout,170102130606,6,2
Bull trout,170102130607,12,16
Bull trout,170102130704,1,1
Bull trout,170102130801,1,0
Bull trout,170102130802,6,6
Bull trout,170102130803,9,6
Bull trout,170102130901,4,3
Bull trout,170102130902,6,5
Bull trout,170102130903,2,1
Bull trout,170102130904,2,0
Bull trout,170102130905,1,0
Bull trout,170102131001,4,6
Bull trout,170102131002,1,0
Bull trout,170102131004,9,6
Bull trout,170102131005,9,12
Bull trout,170102131101,12,5
Bull trout,170102131102,15,16
Bull trout,170102131103,13,11
Bull trout,170102131104,8,14
Bull trout,170102131201,2,3
Bull trout,170102131202,6,13
Bull trout,170102131203,10,10
Bull trout,170102131204,8,12
Bull trout,170102131301,9,10
Bull trout,170102131302,3,1
Bull trout,170102131303,2,0
Bull trout,170102131306,1,0
Bull trout,170102131308,2,1
Bull trout,170102131309,2,6
Bull trout,170102131310,10,14
Bull trout,170102140101,2,6
Bull trout,170102140102,3,5
Bull trout,170102140103,3,11
Bull trout,170102140104,9,29
Bull trout,170102140105,1,2
Bull trout,170102140106,6,22
Bull trout,170102140201,2,5
Bull trout,170102140202,1,1
Bull trout,170102140203,4,8
Bull trout,170102140204,1,8
Bull trout,170102140206,19,52
Bull trout,170102140302,7,9
Bull trout,170102140305,2,14
Bull trout,170102140404,2,7
Bull trout,170102140405,5,13
Bull trout,170102150101,2,1
Bull trout,170102150102,4,3
Bull trout,170102150103,5,7
Bull trout,170102150104,1,3
Bull trout,170102150105,8,25
Bull trout,170102150106,4,6
Bull trout,170102150107,2,6
Bull trout,170102150108,7,8
Bull trout,170102150201,4,20
Bull trout,170102150202,7,11
Bull trout,170102150203,1,11
Bull trout,170102150304,3,8
Bull trout,170102150306,3,3
Bull trout,170102150309,5,22
Bull trout,170102150403,1,11
Bull trout,170102150501,4,10
Bull trout,170102150502,10,13
Bull trout,170102150701,6,16
Bull trout,170102150702,3,14
Bull trout,170102150703,2,8
Bull trout,170102150704,2,6
Bull trout,170102150705,1,11
Bull trout,170102160201,8,17
Bull trout,170102160203,3,14
Bull trout,170102160207,1,11
Bull trout,170102160301,2,3
Bull trout,170102160302,6,12
Bull trout,170102160303,7,14
Bull trout,170102160305,2,8
Bull trout,170102160306,1,0
Bull trout,170102160307,2,10
Bull trout,170102160403,2,1
Bull trout,170102160702,2,4
Bull trout,170102160902,5,13
Bull trout,170102160903,1,0
Bull trout,170102160904,3,5
Bull trout,170102160905,1,6
Bull trout,170103030203,2,0
Bull trout,170103030406,4,27
Bull trout,170103040101,5,25
Bull trout,170103040102,3,10
Bull trout,170103040103,4,14
Bull trout,170103040104,1,12
Bull trout,170103040105,3,15
Bull trout,170103040301,1,8
Bull trout,170103040302,1,0
Bull trout,170103040303,4,16
Bull trout,170103040304,5,13
Bull trout,170103040305,2,7
Bull trout,170103040306,1,0
Bull trout,170103040307,1,0
Bull trout,170103040308,2,13
Bull trout,170103040503,2,4
Bull trout,170103040505,1,9
Bull trout,170103040601,1,5
Bull trout,170103040603,3,13
Bull trout,170103040605,1,8
Bull trout,170103040608,4,13
Bull trout,170103040609,2,9
Bull trout,170103041104,7,15
Bull trout,170103050200,4,10
Bull trout,170103050304,6,10
Bull trout,170103050306,1,3
